FID,SLN,TEA,SCHOOLNAME,LEVEL_,Latitude,Longitude,ADDRESS,CITY,ZIP,PHONE,WEBSITE,NAME,mhiE,mhiM,rohhE,rohhM,tot_mf,tot_units,MAR2022,IncomeNeed,TotEvictions,EvicFilAmt,EVR
84,197,197,Bishop Arts STEAM Academy,Elementary,32.7468351168,-96.831144958,201 N. Adams Ave.,Dallas,75208,9725028200,http://www.dallasisd.org/,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
85,204,204,Rosemont Lower,Elementary,32.752692082,-96.850486419,1919 Stevens Forest Dr.,Dallas,75208,9727495000,http://www.dallasisd.org/rosemont,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
86,239,239,Salazar Elementary School,Elementary,32.7328055596,-96.8680256831,1120 S. Ravinia Dr.,Dallas,75211,9725021800,http://www.dallasisd.org/salazar,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
87,211,211,Stevens Park Elementary School,Elementary,32.760746342,-96.8648772887,2615 W. Colorado Blvd.,Dallas,75211,9727944200,http://www.dallasisd.org/stevenspark,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
88,229,229,Winnetka Elementary School,Elementary,32.7343949959,-96.845236208,1151 S. Edgefield Ave.,Dallas,75208,9727495100,http://www.dallasisd.org/winnetka,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
89,171,171,Lakewood Elementary School,Elementary,32.8257574936,-96.7437431735,3000 Hillbrook St.,Dallas,75214,9727497300,http://www.dallasisd.org/lakewood,ZCTA5 75214,104583,16017,6648,520,135,5924,1195.30526315789,57374.652631579,327,3159.72599388379,49.187725631769
90,125,125,Casa View Elementary School,Elementary,32.8454796558,-96.6747247244,2100 N. Farola Dr.,Dallas,75228,9727497700,http://www.dallasisd.org/casaview,ZCTA5 75228,51018,1728,13200,716,73,11766,1013.2380952381,48635.4285714286,975,2446.88714285714,73.8636363636364
91,147,147,Gill Elementary School,Elementary,32.8442081118,-96.6607181746,10910 Ferguson Rd.,Dallas,75228,9727498400,http://www.dallasisd.org/gill,ZCTA5 75228,51018,1728,13200,716,73,11766,1013.2380952381,48635.4285714286,975,2446.88714285714,73.8636363636364
92,153,153,Hexter Elementary School,Elementary,32.8492332049,-96.7095870726,9720 Waterview Rd.,Dallas,75218,9725025800,http://www.dallasisd.org/hexter,ZCTA5 75218,95500,11196,3443,326,12,2490,1309.1,62836.8,122,2241.14827868852,35.4342143479524
93,159,159,Hotchkiss Elementary School,Elementary,32.8586603393,-96.740495923,6929 Town North Dr.,Dallas,75231,9727497000,http://www.dallasisd.org/hotchkiss,ZCTA5 75231,45052,3207,14535,799,85,19970,1170.84848484848,56200.7272727273,649,2490.09473765432,44.6508427932577
94,166,166,Kiest Elementary School,Elementary,32.8258578102,-96.6705049482,2611 Healey Dr.,Dallas,75228,9725025600,http://www.dallasisd.org/kiest,ZCTA5 75228,51018,1728,13200,716,73,11766,1013.2380952381,48635.4285714286,975,2446.88714285714,73.8636363636364
95,198,198,Reilly Elementary School,Elementary,32.8547558336,-96.6883638743,11230 Lippitt Ave.,Dallas,75218,9727497800,http://www.dallasisd.org/reilly,ZCTA5 75218,95500,11196,3443,326,12,2490,1309.1,62836.8,122,2241.14827868852,35.4342143479524
96,199,199,Reinhardt Elementary School,Elementary,32.837013216,-96.6921961518,10122 Losa Dr.,Dallas,75218,9727497900,http://www.dallasisd.org/reinhardt,ZCTA5 75218,95500,11196,3443,326,12,2490,1309.1,62836.8,122,2241.14827868852,35.4342143479524
97,172,172,Brashear Elementary School,Elementary,32.7125809703,-96.8578544872,2959 S. Hampton Rd.,Dallas,75224,9725022600,http://www.dallasisd.org/brashear,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
98,183,183,Marsalis Elementary STEAM Academy,Elementary,32.6781729287,-96.8133369525,5640 S. Marsalis Ave.,Dallas,75241,9727493500,http://www.dallasisd.org/marsalis,ZCTA5 75241,38792,3242,4042,427,11,2233,931,44688,455,2550.79947019868,112.568035625928
99,210,210,Stemmons Elementary School,Elementary,32.7156592589,-96.9015246138,2727 Knoxville St.,Dallas,75211,9727944900,http://www.dallasisd.org/stemmons,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
100,213,213,Terry Elementary School,Elementary,32.6655542429,-96.8301939987,6661 Greenspan Ave.,Dallas,75232,9727493200,http://www.dallasisd.org/terry,ZCTA5 75232,48768,4207,4059,479,13,2085,1042.33333333333,50032,328,3095.74978593272,80.8080808080808
101,215,215,Fridia Elementary School,Elementary,32.6740916687,-96.7979531253,6011 Old Ox Rd.,Dallas,75241,9727948000,http://www.dallasisd.org/fridia,ZCTA5 75241,38792,3242,4042,427,11,2233,931,44688,455,2550.79947019868,112.568035625928
102,277,277,Tolbert Elementary School,Elementary,32.699123215,-96.8879090449,4000 Blue Ridge Rd.,Dallas,75233,9727945900,http://www.dallasisd.org/tolbert,ZCTA5 75233,57018,10050,2441,367,9,2104,1056.11111111111,50693.3333333333,261,2769.82607692308,106.923392052438
103,219,219,Turner Elementary School,Elementary,32.6784531557,-96.8423843038,5505 S. Polk St.,Dallas,75232,9727946300,http://www.dallasisd.org/turner,ZCTA5 75232,48768,4207,4059,479,13,2085,1042.33333333333,50032,328,3095.74978593272,80.8080808080808
104,225,225,Webster Elementary School,Elementary,32.6967911206,-96.8615358877,3815 S. Franklin St.,Dallas,75233,9727946100,http://www.dallasisd.org/webster,ZCTA5 75233,57018,10050,2441,367,9,2104,1056.11111111111,50693.3333333333,261,2769.82607692308,106.923392052438
105,274,274,Bethune Elementary School,Elementary,32.7265912058,-96.909780464,1665 Duncanville Rd.,Dallas,75211,9725021300,http://www.dallasisd.org/bethune,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
106,236,236,Cochran Elementary School,Elementary,32.7354840739,-96.9252509014,6000 Keeneland Pkwy.,Dallas,75211,9727944600,http://www.dallasisd.org/cochran,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
107,164,164,Jones Elementary School,Elementary,32.7429197328,-96.8848301654,3901 Meredith Ave.,Dallas,75211,9727944700,http://www.dallasisd.org/jones,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
108,287,287,Soto Jr. Elementary School,Elementary,32.7358791548,-96.8944364047,4510 West Jefferson Blvd.,Dallas,75211,9725025100,http://www.dallasisd.org/soto,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
109,114,114,Bryan Elementary School,Elementary,32.7115803642,-96.7950052556,2001 Deer Path Dr.,Dallas,75216,9725028500,http://www.dallasisd.org/bryan,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
110,115,115,Budd Elementary School,Elementary,32.722065268,-96.8151441802,2121 S. Marsalis Ave.,Dallas,75216,9725028400,http://www.dallasisd.org/budd,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
111,134,134,Dealey International Academy,Magnet,32.895756722,-96.7917710797,6501 Royal Lane,Dallas,75230,9727948400,http://www.dallasisd.org/dealey,ZCTA5 75230,105045,6577,4905,572,18,4474,1353.64705882353,64975.0588235294,191,2598.52643979058,38.9398572884811
112,6,6,Hillcrest High School,High,32.8831531849,-96.7846233847,9924 Hillcrest Rd.,Dallas,75230,9725026800,http://www.dallasisd.org/hillcrest,ZCTA5 75230,105045,6577,4905,572,18,4474,1353.64705882353,64975.0588235294,191,2598.52643979058,38.9398572884811
113,15,15,Seagoville High School,High,32.677563732,-96.5834545465,15920 Seagoville Rd.,Dallas,75253,9728925900,http://www.dallasisd.org/seagovillehs,ZCTA5 75253,46716,5051,2290,599,4,341,868.5,41688,252,1561.34472222222,110.043668122271
114,3,3,New Tech High School,Choice,32.691429627,-96.7910412232,4730 S. Lancaster Rd.,Dallas,75216,2149327600,http://www.dallasisd.org/newtech,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
115,380,380,Wilmer-Hutchins High School,High,32.6565948791,-96.7297461194,5520 Langdon Rd.,Dallas,75241,9729252900,http://www.dallasisd.org/wilmerhutchinshs,ZCTA5 75241,38792,3242,4042,427,11,2233,931,44688,455,2550.79947019868,112.568035625928
116,23,23,Carter High School,High,32.6496796038,-96.8486231571,1819 W. Wheatland Rd.,Dallas,75232,2149325700,http://www.dallasisd.org/carter,ZCTA5 75232,48768,4207,4059,479,13,2085,1042.33333333333,50032,328,3095.74978593272,80.8080808080808
117,85,85,Gilliam Collegiate Academy,Magnet,32.6623079693,-96.795330446,1700 E. Camp Wisdom Rd.,Dallas,75241,2149327300,http://www.dallasisd.org/gilliam,ZCTA5 75241,38792,3242,4042,427,11,2233,931,44688,455,2550.79947019868,112.568035625928
118,32,32,Madison High School,High,32.7712909921,-96.7648608055,3000 Martin Luther King Blvd.,Dallas,75215,9729252800,http://www.dallasisd.org/madison,ZCTA5 75215,32077,2523,4759,504,69,3713,1018.03125,48865.5,433,2361.84223776224,90.985501155705
119,35,35,Rangel Young Women's Leadership School,Magnet,32.7739862977,-96.7602822716,1718 R.B. Cullum Blvd.,Dallas,75210,9727495200,http://www.dallasisd.org/rangel,ZCTA5 75210,32852,6197,1934,338,13,1091,795.272727272727,38173.0909090909,191,1831.27439153439,98.7590486039297
120,24,24,North Dallas High School,High,32.8097414455,-96.7956800708,3120 N. Haskell Ave.,Dallas,75204,9729251500,http://www.dallasisd.org/northdallas,ZCTA5 75204,83050,6061,14964,839,212,21239,1617.2030075188,77625.7443609023,509,3286.5915581854,34.0149692595563
121,22,22,Wilson High School,High,32.80608098,-96.751499417,100 S. Glasgow Dr.,Dallas,75214,9725024400,http://www.dallasisd.org/woodrow,ZCTA5 75214,104583,16017,6648,520,135,5924,1195.30526315789,57374.652631579,327,3159.72599388379,49.187725631769
122,90,90,Lassiter Early College at El Centro,Magnet,32.7797421559,-96.8052969586,701 Elm St.,Dallas,75202,2148602356,http://www.dallasisd.org/lassiter,ZCTA5 75202,86827,19698,1006,214,9,2215,2804,134592,301,4135.37053156146,299.204771371769
123,217,217,Travis Academy for Talented and Gifted,Magnet,32.8004799825,-96.8017415268,3001 McKinney Ave.,Dallas,75204,9727947500,http://www.dallasisd.org/travis,ZCTA5 75204,83050,6061,14964,839,212,21239,1617.2030075188,77625.7443609023,509,3286.5915581854,34.0149692595563
124,34,34,Washington High School for the Performing and Visual Arts,Magnet,32.7916596483,-96.7970046818,2501 Flora St.,Dallas,75201,9729251200,http://www.dallasisd.org/bookert,ZCTA5 75201,95907,8997,9969,662,63,15407,2267.6862745098,108848.941176471,534,3831.70046816479,53.5660547697863
125,30,30,Angelou High School,Alternative,32.7045254663,-96.8245795003,4401 Second Ave.,Dallas,75210,9727492263,http://www.dallasisd.org/angelou,ZCTA5 75210,32852,6197,1934,338,13,1091,795.272727272727,38173.0909090909,191,1831.27439153439,98.7590486039297
126,4,4,Multiple Careers Magnet Center,Alternative,32.8075625421,-96.7845319056,4528 Rusk Ave.,Dallas,75204,9729252200,http://www.dallasisd.org/mcmc,ZCTA5 75204,83050,6061,14964,839,212,21239,1617.2030075188,77625.7443609023,509,3286.5915581854,34.0149692595563
127,270,270,Mata Montessori School,Choice,32.8063604716,-96.7315975388,7420 La Vista Dr.,Dallas,75214,9727497500,http://www.dallasisd.org/mata,ZCTA5 75214,104583,16017,6648,520,135,5924,1195.30526315789,57374.652631579,327,3159.72599388379,49.187725631769
128,12,12,Pinkston High School,High,32.7864088285,-96.8660311766,2815 Bickers St.,Dallas,75212,9725022700,http://www.dallasisd.org/pinkston,ZCTA5 75212,42115,4419,3799,392,11,3348,1359.25,65244,163,2567.1436196319,42.9060279020795
129,2,2,Adamson High School,High,32.7484298663,-96.820493104,309 E. Ninth St.,Dallas,75203,9727491400,http://www.dallasisd.org/adamson,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
130,18,18,Sunset High School,High,32.7461716718,-96.854437313,2120 W. Jefferson Blvd.,Dallas,75208,9725021500,http://www.dallasisd.org/sunset,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
131,1,1,Adams High School Leadership Academy,High,32.8279027155,-96.6828964807,2101 Millmar Dr.,Dallas,75228,9725024900,http://www.dallasisd.org/bryanadams,ZCTA5 75228,51018,1728,13200,716,73,11766,1013.2380952381,48635.4285714286,975,2446.88714285714,73.8636363636364
132,212,212,Stone Montessori Academy,Magnet,32.6932103659,-96.7830744528,4747 Veterans Dr.,Dallas,75216,9727943400,http://www.dallasisd.org/stone,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
133,8,8,Kimball High School,High,32.6982419424,-96.8763992456,3606 S. Westmoreland Rd.,Dallas,75233,9725022100,http://www.dallasisd.org/kimball,ZCTA5 75233,57018,10050,2441,367,9,2104,1056.11111111111,50693.3333333333,261,2769.82607692308,106.923392052438
134,88,88,Garza Early College at Mt. View,Magnet,32.725445037,-96.9046154038,4849 W. Illinois Ave. Rm.W53A,Dallas,75211,2148603680,http://www.dallasisd.org/garza,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
135,5,5,Molina High School,High,32.722698351,-96.910364038,2355 Duncanville Rd.,Dallas,75211,9725021000,http://www.dallasisd.org/molina,ZCTA5 75211,50368,3517,10462,893,59,8684,1197.28888888889,57469.8666666667,487,2699.90610766046,46.5494169374881
136,10,10,Lincoln Humanities/Communications Magnet,Magnet,32.7548027086,-96.7496989027,2826 Hatcher St.,Dallas,75215,9729257600,http://www.dallasisd.org/lincoln,ZCTA5 75215,32077,2523,4759,504,69,3713,1018.03125,48865.5,433,2361.84223776224,90.985501155705
137,840,840,Skyline CDC High School,Magnet,32.7805094495,-96.6905499175,7777 Forney Rd.,Dallas,75227,9725023400,http://www.dallasisd.org/skyline,ZCTA5 75227,49744,3870,7934,770,35,4591,939.275862068965,45085.2413793103,572,2356.64802120141,72.0947819510966
138,828,828,Polk TAG Elementary School,Magnet,32.8422570352,-96.8316838668,6911 Victoria Ave.,Dallas,75209,9727948900,http://www.dallasisd.org/polk,ZCTA5 75209,103130,9643,2673,439,15,1788,1589.61538461538,76301.5384615385,83,2933.60686746988,31.0512532734755
139,804,804,Spence Talented/Gifted Academy,Magnet,32.8078253858,-96.78800049,4001 Capitol Ave.,Dallas,75204,9729252300,http://www.dallasisd.org/spence,ZCTA5 75204,83050,6061,14964,839,212,21239,1617.2030075188,77625.7443609023,509,3286.5915581854,34.0149692595563
140,827,827,Moroles Expressive Arts Vanguard,Magnet,32.7689130161,-96.8440924457,1400 Walmsley Ave.,Dallas,75208,9727944400,http://www.dallasisd.org/,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
141,805,805,Greiner Exploratory Arts Academy,Magnet,32.7400038316,-96.8449479948,501 S. Edgefield Ave.,Dallas,75208,9729257100,http://www.dallasisd.org/greineracademy,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
142,359,359,Rosemont Upper,Magnet,32.7516706133,-96.8473490561,719 N. Montclair Ave.,Dallas,75208,9727495000,http://www.dallasisd.org/rosemont,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
143,803,803,Bedford Jr. Law Academy,Magnet,32.6777653826,-96.8417545117,1303 Reynoldston Lane,Dallas,75232,9727946400,http://www.dallasisd.org/bedfordacademy,ZCTA5 75232,48768,4207,4059,479,13,2085,1042.33333333333,50032,328,3095.74978593272,80.8080808080808
144,60,60,Storey Middle School,Middle,32.7085560155,-96.8120841342,3000 Maryland Ave.,Dallas,75216,9729258700,http://www.dallasisd.org/storey,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
145,54,54,Marsh Preparatory Academy Middle School,Middle,32.9113334362,-96.8501017984,3838 Crown Shore Dr.,Dallas,75244,9725026600,http://www.dallasisd.org/marsh,ZCTA5 75244,100485,10970,2875,283,18,4750,1984.15384615385,95239.3846153846,249,2255.90240963855,86.6086956521739
146,56,56,Walker Middle School,Middle,32.9193928343,-96.809889233,12532 Nuestra Dr.,Dallas,75230,9725026100,http://www.dallasisd.org/walker,ZCTA5 75230,105045,6577,4905,572,18,4474,1353.64705882353,64975.0588235294,191,2598.52643979058,38.9398572884811
147,83,83,Tasby Middle School,Middle,32.8724841363,-96.7599438618,7001 Fair Oaks Ave.,Dallas,75231,9725021900,http://www.dallasisd.org/tasby,ZCTA5 75231,45052,3207,14535,799,85,19970,1170.84848484848,56200.7272727273,649,2490.09473765432,44.6508427932577
148,46,46,Young Men's Leadership Academy at Fred F. Florence Middle School,Middle,32.7414898138,-96.6493040502,1625 N. Masters Dr.,Dallas,75217,9727496000,http://www.dallasisd.org/florence,ZCTA5 75217,44384,2417,10066,817,34,4458,966.076923076923,46371.6923076923,429,2454.56117370892,42.6187164712895
149,45,45,Comstock Middle School,Middle,32.7210504767,-96.7021210802,7044 Hodde St.,Dallas,75217,9727941300,http://www.dallasisd.org/comstock,ZCTA5 75217,44384,2417,10066,817,34,4458,966.076923076923,46371.6923076923,429,2454.56117370892,42.6187164712895
150,52,52,Piedmont Global Academy Middle School,Middle,32.7584583776,-96.6911383463,7625 Hume Dr.,Dallas,75227,9727494100,http://www.dallasisd.org/hood,ZCTA5 75227,49744,3870,7934,770,35,4591,939.275862068965,45085.2413793103,572,2356.64802120141,72.0947819510966
151,352,352,Young Women's STEAM Academy at Balch Springs Middle School,Middle,32.7256384427,-96.6383761801,710 Cheyenne Rd.,Balch Spr,75180,9728925800,http://www.dallasisd.org/balchsprings,ZCTA5 75180,54670,6286,2688,333,18,2666,1043.13333333333,50070.4,296,2321.96598615917,110.119047619048
152,42,42,Bedford Jr. Middle School,Middle,32.6777653826,-96.8417545117,1303 Reynoldston Lane,Dallas,75232,9727946400,http://www.dallasisd.org/bedfordcademy,ZCTA5 75232,48768,4207,4059,479,13,2085,1042.33333333333,50032,328,3095.74978593272,80.8080808080808
153,58,58,Spence Middle School,Middle,32.8078253858,-96.78800049,4001 Capitol Ave.,Dallas,75204,9729252300,http://www.dallasisd.org/spence,ZCTA5 75204,83050,6061,14964,839,212,21239,1617.2030075188,77625.7443609023,509,3286.5915581854,34.0149692595563
154,49,49,Greiner Middle School,Middle,32.7400038316,-96.8449479948,501 S. Edgefield Ave.,Dallas,75208,9729257100,http://www.dallasisd.org/greineracademy,ZCTA5 75208,68000,6647,5250,386,85,6708,1417.78378378378,68053.6216216216,259,2996.34100775194,49.3333333333333
155,163,163,Cedar Crest Elementary School,Elementary,32.7374571299,-96.792954997,2020 Mouser St.,Dallas,75203,9729257400,http://www.dallasisd.org/cedarcrest,ZCTA5 75203,40079,3972,3996,340,99,4604,962.62,46205.76,275,3425.9347601476,68.8188188188188
156,178,178,Holland at Lisbon Elementary School,Elementary,32.6973753196,-96.795804659,4203 S. Lancaster Rd.,Dallas,75216,9727491900,http://www.dallasisd.org/holland,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
157,185,185,Miller Elementary School,Elementary,32.7186785073,-96.7802179791,3111 Bonnie View Rd.,Dallas,75216,9725028700,http://www.dallasisd.org/miller,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
158,186,186,Trinity Heights Gifted and Talented,Magnet,32.7329811527,-96.8023252429,1515 Lynn Haven Ave.,Dallas,75216,9729257500,http://www.dallasisd.org/trinityheights,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
159,189,189,Oliver Elementary School,Elementary,32.6949230961,-96.8109820477,4010 Idaho Ave.,Dallas,75216,9727493400,http://www.dallasisd.org/oliver,ZCTA5 75216,31063,2551,9318,699,33,4216,954.620689655173,45821.7931034483,752,2382.64582109479,80.7040137368534
160,121,121,Carpenter Elementary School,Elementary,32.6957419055,-96.8530153166,2121 Tosca Lane,Dallas,75224,9727946000,http://www.dallasisd.org/carpenter,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
161,133,133,Jordan Elementary School,Elementary,32.7065459057,-96.8416729307,1111 W. Kiest Blvd.,Dallas,75224,9729258100,http://www.dallasisd.org/jordan,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
162,205,205,Russell Elementary School,Elementary,32.7085823465,-96.8238799806,3031 S. Beckley Ave.,Dallas,75224,9729258300,http://www.dallasisd.org/russell,ZCTA5 75224,46137,4473,5767,594,28,3332,1024.04,49153.92,356,2467.85963380282,61.7305358071788
163,233,233,Nathan Adams Elementary School,Elementary,32.9215143694,-96.8282629848,12600 Welch Rd.,Dallas,75244,9727942600,http://www.dallasisd.org/nathanadams,ZCTA5 75244,100485,10970,2875,283,18,4750,1984.15384615385,95239.3846153846,249,2255.90240963855,86.6086956521739
164,120,120,Caillet Elementary School,Elementary,32.8887278628,-96.8745228648,3033 Merrell Rd.,Dallas,75229,9727943200,http://www.dallasisd.org/caillet,ZCTA5 75229,107886,7040,3630,348,13,3111,1269.18181818182,60920.7272727273,128,2785.111640625,35.2617079889807
165,135,135,DeGolyer Elementary School,Elementary,32.9041902882,-96.8614568797,3453 Flair Dr.,Dallas,75229,9727942800,http://www.dallasisd.org/degolyer,ZCTA5 75229,107886,7040,3630,348,13,3111,1269.18181818182,60920.7272727273,128,2785.111640625,35.2617079889807
166,148,148,Gooch Elementary School,Elementary,32.9169580984,-96.8445515872,4030 Calculus Rd.,Dallas,75244,9727942500,http://www.dallasisd.org/gooch,ZCTA5 75244,100485,10970,2875,283,18,4750,1984.15384615385,95239.3846153846,249,2255.90240963855,86.6086956521739
